transectid,exp_id,start_datetime,end_datetime,campaing,region,country,country_code,timezone,reef_name,reef_type,sub_region,local_region,transects_reef_section,transects_type,transects_se_type,expedition_day,duration,transects_length,dive_maximum_depth,dive_visibility,dive_temperature,dive_start_lat,dive_start_lng,dive_end_lat,dive_end_lng,dive_team,dive_divers,tech_stereo_gopro,tech_stereo_gopro_valid,tech_stereo_gopro_comments,tech_stereo_gopro_name,tech_gopro_name,tech_altimeter,tech_altimeter_valid,tech_altimeter_synced,tech_altimeter_name,tech_altimeter_comments,tech_imu,tech_gps,tech_sensor,tech_floatie_gopro,tech_lasers,tech_sv_valid,tech_sv_camera,tech_sv_tilted,tech_sv_image_numbers,tech_sv_comments,tech_sv_name,tech_sv_issues,tech_engagement_notes,obs_topography,obs_reef_cover,obs_fish_life,obs_disease_incidence,obs_bleaching_intensity,obs_human_impacts,dive_observations
31011,31,2014-08-11 15:04:00,2014-08-11 15:36:00,NOAA,Atlantic,United States,us,-5,Cheeca Rocks,Path,Florida Keys,Great Caribbean,Cheeca Rocks,Shallow,Engagement,6,32,1.6,5,0,0,25'53.81714N,80'36.95238W,24'53.76795N,80'36.98295W,2,Manuel Gonzalez And Christophe Bailhache,No,No,calibrated no transect videos,,,Yes,Yes,Yes,alt2014.08.11_FKNMS.North_Upper.Reef_Cheeca.Rocks.TXT,spelled 'Chica' on backup drive,No,Yes,No,none,Yes,Yes,c,No,28-409,,,,,patch reef,high coral cover,low,none,none,,High coral cover area.
31012,31,2014-08-11 16:19:00,2014-08-11 16:37:00,NOAA,Atlantic,United States,us,-5,Cheeca Rocks,Path,Florida Keys,Great Caribbean,Cheeca Rocks,Shallow,Media,6,18,1.6,5,0,0,24'54.27456N,80'36.99909W,24'54.27308N,80'37.00431W,2,Manuel Gonzalez And Christophe Bailhache,No,No,calibrated no transect videos,,,Yes,Yes,Yes,alt2014.08.11_FKNMS.North_Upper.Reef_Cheeca.Rocks.TXT,spelled 'Chica' on backup drive,No,Yes,No,none,Yes,Yes,c,No,409-526,"media, Sylvia Earle",,,,patch reef,high coral cover,low,none,none,,High coral cover area.
31013,31,2014-08-12 12:07:00,2014-08-12 13:08:00,NOAA,Atlantic,United States,us,-5,Benwood Wreck,Wreck,Florida Keys,Great Caribbean,Benwood Wreck,Shallow,Engagement,7,61,1.6,15,0,0,25'3.14535N,80'19.92014W,25'3.14465N,80'19.91716W,4,Christophe Bailhache And NOAA,No,No,,,,Yes,Yes,Yes,alt2014.08.12_FKNMS.North_Upper.Keys_Benwood_French.Reef_Molassas.Reef.txt,"file name mispelled on backup drive, Bellwood instead of Benwood",No,Yes,No,none,Yes,Yes,c,No,12-319,,,,,wreck,Soft coral,low,none,none,,Surveyed on the 30th anniversary of the wreck.
31014,31,2014-08-12 14:17:00,2014-08-12 15:12:00,NOAA,Atlantic,United States,us,-5,French Reef,Patch,Florida Keys,Great Caribbean,French Reef? (restoration Site),Shallow,Engagement,7,55,1.6,5,0,0,25'2.20071N,80'20.82913W,25'58.00371N,80'21.00229W,4,Manuel Gonzalez And Christophe Bailhache,No,No,,,,Yes,No,Yes,alt2014.08.12_FKNMS.North_Upper.Keys_Benwood_French.Reef_Molassas.Reef.txt,altimeter froze during 1st dive?,No,Yes,No,none,Yes,Yes,c,No,354-1011,,,,,patch reef,Soft coral,low,none,none,,
31015,31,2014-08-12 16:00:00,2014-08-12 16:28:00,NOAA,Atlantic,United States,us,-5,Molasses Reef,Patch,Florida Keys,Great Caribbean,Molasses Reef,Shallow,Engagement,7,28,1.6,5,0,0,25'0.64448N,80'22.33378W,25'0.64366N,80'22.33358W,2,Christophe Bailhache And NOAA,No,No,,,,Yes,No,Yes,alt2014.08.12_FKNMS.North_Upper.Keys_Benwood_French.Reef_Molassas.Reef.txt,alimeter frozen,No,Yes,No,none,Yes,Yes,c,No,-1074,,,,,Soft coral terrace,Soft coral,low,none,none,,Popular tourism dive and snorkel site. 'Most dived reef in the world.'
31016,31,2014-08-13 10:10:00,2014-08-13 10:26:00,NOAA,Atlantic,United States,us,-5,Eagle Wreck,Wreck,Florida Keys,Great Caribbean,Eagle Wreck,Shallow,Engagement,7,16,1.6,28,0,0,25'52.18513N,80'34.19474W,24'52.18489N,80'34.19298W,5,Manuel Gonzalez And NOAA,No,No,,,,Yes,Yes,Yes,alt2014.08.13_FKNMS.North_Upper.Keys_Eagle.Wreck_Cheeca.Rocks.txt,alt2014.08.13_FKNMS.North_Upper.Keys_Alligator.Reef_Lighthouse_Cheeca.Rocks on backup drive,No,Yes,No,none,Yes,Yes,c,No,28-261,,,,,wreck,Soft coral,low,none,none,,
31017,31,2014-08-13 12:24:00,2014-08-13 13:08:00,NOAA,Atlantic,United States,us,-5,Cheeca Rocks,Path,Florida Keys,Great Caribbean,Cheeca Rocks,Shallow,Scientific,8,44,1.6,5,0,0,24'50.69221N,80'37.49941W,24'50.91291N,80'37.19698W,4,Christophe Bailhache And NOAA,No,No,,,,Yes,Yes,Yes,alt2014.08.13_FKNMS.North_Upper.Keys_Eagle.Wreck_Cheeca.Rocks.txt,alt2014.08.13_FKNMS.North_Upper.Keys_Alligator.Reef_Lighthouse_Cheeca.Rocks on backup drive,No,Yes,No,none,Yes,Yes,c,No,292-964,,,,,patch reef,high coral cover,low,none,none,,High coral cover area.
31018,31,2014-08-13 14:16:00,2014-08-13 15:34:00,NOAA,Atlantic,United States,us,-5,Cheeca Rocks,Path,Florida Keys,Great Caribbean,Cheeca Rocks SPA,Shallow,Engagement,8,78,1.6,5,0,0,24'53.85548N,80'37.02324W,24'54.35666N,80'36.92294W,4,Christophe Bailhache And NOAA,No,No,,,,Yes,Yes,Yes,alt2014.08.13_FKNMS.North_Upper.Keys_Eagle.Wreck_Cheeca.Rocks.txt,alt2014.08.13_FKNMS.North_Upper.Keys_Alligator.Reef_Lighthouse_Cheeca.Rocks on backup drive,No,Yes,No,none,Yes,Yes,c,No,979-1480,,,,,patch reef,high coral cover,low,none,,,High coral cover area.
38001,38,2015-08-12 10:49:10,2015-08-12 11:20:37,Hawai,Pacific,United States,us,-10,Ohau island,Rocky reef,Hawaii,Hawaii,China Walls,Shallow,Scientific,1,38,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38002,38,2015-08-12 12:47:33,2015-08-12 13:37:25,Hawai,Pacific,United States,us,-10,Ohau island,Patch,Hawaii,Hawaii,Maunalua Bay Centre,Shallow,Scientific,1,0,0,0,20,0,,,,,2,"Peter Dalton, Dom Bryant",No,No,Not deployed,NA,NA,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,No,Yes,Yes,None,No,Yes,2b,Yes,479-1416,IMU logged wrong dates,,,,,,,,,,
38003,38,2015-08-13 13:49:14,2015-08-13 14:04:43,Hawai,Pacific,United States,us,-10,Ohau island,Patch,Hawaii,Hawaii,KÄneâ€˜ohe Bay north,Shallow,Engagement,2,0,0,0,5,0,,,,,1,"Manuel Gonzalez, Dom Bryant",No,No,Not deployed,NA,NA,No,No,No,,Not deployed,No,Yes,Yes,None,No,Yes,2b,Yes,31-350,IMU wasn't activated,,,,,,,,,,
38004,38,2015-08-17 10:04:24,2015-08-17 11:16:58,Hawai,Pacific,United States,us,-10,Hawaii island,Rocky reef,Hawaii,Hawaii,Keahole Point,Shallow,Scientific,6,0,0,0,0,0,,,,,3,"Anjani Ganase, Manuel Gonzalez",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,No,Yes,Yes,None,No,Yes,2b,Yes,13-816,IMU wasn't activated,,,,,,,,,,
38005,38,2015-08-17 12:47:31,2015-08-17 13:48:45,Hawai,Pacific,United States,us,-10,Hawaii island,Rocky reef,Hawaii,Hawaii,Pu'u Ali'i Bay,Shallow,Scientific/Engagement,6,0,0,0,0,0,,,,,4,"Peter Dalton, Ana Herrera",No,No,,NA,NA,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,No,Yes,Yes,None,No,Yes,2b,Yes,830-1464,IMU wasn't activated,,,Engagment at the beginning of the dive. Large coral montains with high coral cover (~90%),Terrace,70-80% Coral. Porites compressa and Pocillopora.,Poor,None,None,None,Heathy looking reef. Continuous reef broken at times by sand patches. Sheer granitic walls at shallower depths.
38006,38,2015-08-17 15:18:33,2015-08-17 16:17:00,Hawai,Pacific,United States,us,-10,Hawaii island,Rocky reef,Hawaii,Hawaii,Kaiwi Point,Shallow,Scientific,6,0,0,0,0,0,,,,,3,"Anjani Ganase, Manuel Gonzalez",No,No,,NA,NA,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,No,Yes,Yes,None,No,Yes,2b,Yes,1722-2496,IMU wasn't activated,,"The table lost time configuration at the beginning of the transect, so this divided two sets of images: 1)those with the correct Hawaiian time stamo and 2) Those with a presumed Brisbane time stamp. This was corrected in the office, by substracting 20h (brisbane:hawaii time difference) from the second dataset and merging both in one folder.",,,,,,,,
38007,38,2015-08-18 11:13:27,2015-08-18 11:59:08,Hawai,Pacific,United States,us,-10,Hawaii island,Rocky reef,Hawaii,Hawaii,Mahukona,Shallow,Scientific,7,0,0,0,0,0,,,,,5,"Peter Dalton, Anjani Ganase",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,38-925,,,,,,,,,,,
38008,38,2015-08-18 13:34:15,2015-08-18 14:13:29,Hawai,Pacific,United States,us,-10,Hawaii island,Fringing reef,Hawaii,Hawaii,Kawaihae,Shallow,Scientific,7,0,0,0,0,0,,,,,6,"Manuel Gonzalez, Ana Herrera",No,No,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,952-1700,,,,,Pronounced Spoors and Grooves,Coral. 50-60% Porites compressa,Abundant small sizes,None,Common,High Sedimentation,Large proportion of recently dead coral colonies covered in cynobacteria and sediment. Survey after an unsuually large flooding. Hence visibility was very limited (<3m closer to the end of the dive).
38009,38,2015-08-19 09:13:26,2015-08-19 10:01:39,Hawai,Pacific,United States,us,-10,Hawaii island,Rocky reef,Hawaii,Hawaii,Puako,Shallow,Scientific/Engagement,8,0,0,0,0,0,,,,,6,"Manuel Gonzalez, Ana Herrera",No,No,Memory card locked,NA,NA,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,27-922,,,,Engagement at the end of the dive. Turtles and large rocky bolders at about 5m depth.,Terrace,Coral 60 - 70% Porites and Pocillopora,Abundant small sizes,None,Rarely (< 10 colonies),Fishing lines,"Large density of sea-urchins. Common evidence of urchin bioerosion on colonies of Porites lutea. Notably abundant zooplantivorous fish species, compared to other sites."
38010,38,2015-08-19 11:44:17,2015-08-19 12:29:47,Hawai,Pacific,United States,us,-10,Hawaii island,Fringing reef,Hawaii,Hawaii,Anaeho'omalu,Shallow,Scientific,8,0,0,0,0,0,,,,,4,"Peter Dalton, Ana Herrera",No,No,Not deployed,NA,NA,No,No,,,Altimeter wasn't activated,Yes,Yes,Yes,None,No,Yes,2b,Yes,940-1827,,,,,,,,,,,"Notably abundant zooplantivorous fish species, compared to other sites. Large density of urchins and colonies eroded by the boring activity of urchins."
38011,38,2015-08-19 14:01:09,2015-08-19 14:33:04,Hawai,Pacific,United States,us,-10,Hawaii island,Rocky reef,Hawaii,Hawaii,Kiholo,Shallow,Scientific,8,0,0,0,0,0,,,,,7,"Manuel Gonzalez, Peter Dalton",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,1853-2475,,,,,,,,,,,
38012,38,2015-08-20 10:10:30,2015-08-20 10:56:44,Hawai,Pacific,United States,us,-10,Hawaii island,Rocky reef,Hawaii,Hawaii,Kuahako Bay,Shallow,Scientific,9,0,0,0,20,31,,,,,3,"Anjani Ganase, Manuel Gonzalez",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,28-923,,,,,Terrace,Coral. 30-60% coral cover,Samll size,None,Common (1/10 bleached colonies),None,"Bleching common on Porites spp (starting sigbed) and Pocillopora spp (more advanced bleaching). Fewer urchings compared to northern sites. Terrigenous sediment common on dead coral colonies. Meadows of P. compressa, although coral cover was more abundant at deeper depths (>10m). Shallower areas dominates by granitic rocks. Settlement tiles and permanent markers."
38013,38,2015-08-20 12:48:51,2015-08-20 13:23:58,Hawai,Pacific,United States,us,-10,Hawaii island,,Hawaii,Hawaii,Keawakaheka Point,Shallow,Scientific,9,0,0,0,15,31,,,,,4,"Peter Dalton, Ana Herrera",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,980-1650,,,,,Terrace,Coral. 60% Porites lutea and  compressa,Abundant small sizes,None,Very rare,Fishing lines,Comparatively low densities of sea urching compared to nothern sites. It appears that Porites lutea is more common on these southern sites in compared to the northern counterparts.
38014,38,2015-08-20 14:35:55,2015-08-20 15:17:48,Hawai,Pacific,United States,us,-10,Hawaii island,Fringing reef,Hawaii,Hawaii,Kahulu'u Bay,Shallow,Scientific,9,0,0,0,10,31,,,,,3,"Anjani Ganase, Manuel Gonzalez",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,1698-2485,,,,,Spoors and grooves,Coral. 60% Porites lutea and compressa,Abundant small sizes,None,Common (1/10 bleached colonies),None,Poor viz. Dive eneded on a very sanding area.
38015,38,2015-08-23 10:10:25,2015-08-23 10:19:06,Hawai,Pacific,United States,us,-10,Lanai island,Fringing reef,Hawaii,Hawaii,NW Polihua beach,Shallow,Scientific,13,0,0,0,5,29,,,,,8,"Anjani Ganase, Ana Herrera",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,11-172,,,,,Sandy terrace,Sand,,None,None,None,"Transect aborted after 10 minutes because the visibility was really low and there wasn't a reef structure, mostly sand and Hallimeda patches."
38016,38,2015-08-23 11:14:40,2015-08-23 11:58:36,Hawai,Pacific,United States,us,-10,Lanai island,Fringing reef,Hawaii,Hawaii,Shipwreck beach,Shallow,Scientific,13,0,0,0,0,29,,,,,8,"Anjani Ganase, Ana Herrera",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,179-1009,,,,,,,,,,,
38017,38,2015-08-23 13:01:44,2015-08-23 13:38:24,Hawai,Pacific,United States,us,-10,Lanai island,Fringing reef,Hawaii,Hawaii,NE Maunalei,Shallow,Scientific,13,0,0,0,5,29,,,,,7,"Manuel Gonzalez, Peter Dalton",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,1012-1690,,,,,Spoors and Grooves,Coral. Montipora spp and Porites compressa >70%,Abundant small sizes,None,Common on Porites compressa,None,"Large extensions of sediment runoff along the east coast of Lanai. These conditions are not common on this area, but there is high erosion of soild on land, and heavy rainfaills on the top of the montain can cause intense sediment runoff on corals arround Lanai. Very poor visibility. Survey aborted after 35 minutes because of very poor light conditions. Reef appeared very healthy and diverse."
38018,38,2015-08-23 14:25:06,2015-08-23 15:18:20,Hawai,Pacific,United States,us,-10,Lanai island,Fringing reef,Hawaii,Hawaii,S Maunalei,Shallow,Scientific,13,0,0,0,10,29,,,,,8,"Anjani Ganase, Ana Herrera",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,1698-2576,,,,,Spoors and Grooves,Coral. 90% cover. Dominated by Porites spp and encrusting Montipora spp,Abundant small sizes,None,Common on Porites spp,Fish net and lines,"Pencil sea urchins appeared common and distributed in patches. High abundance of parrot fish species, perhaps the most abundant that we have seen in compared to previous dives. Pocillopora appeared in between grooves. Macroalgae and cyanobacteria was abundant."
38019,38,2015-08-24 09:45:46,2015-08-24 10:31:24,Hawai,Pacific,United States,us,-10,Molokai island,Fringing reef,Hawaii,Hawaii,Kamalo,Shallow,Scientific,14,0,0,0,10,28,,,,,6,"Manuel Gonzalez, Ana Herrera",No,No,Not deployed,NA,NA,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,10-897,,,,,Shallow Spoors and Grooves,Coral. Montipora spp ~50%,Abundant small sizes,None,None,None,"Larger diversity of corals than many other sites we had visited before, althought dominated by Montipora species. Pocillopora cf. damicornis is very common and Porites compressa appeared in patched along the transect. Very shallow spoor and grooves with occasional sand pools along the reef. Very gentle to flat slope. Very abudant reef fish life, common parrotfish and achanturid species. Sedimentation on corals was observed."
38020,38,2015-08-24 11:33:50,2015-08-24 12:11:40,Hawai,Pacific,United States,us,-10,Molokai island,Patch reef,Hawaii,Hawaii,NE Ualapue,Shallow,Scientific,14,0,0,0,10,28,,,,,5,"Peter Dalton, Anjani Ganase",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,899-1598,,,,,Flat terrace with small coral ridges,limestone,poor,None,Very rare,None,Large extension of flat limestone covered in sand  with patches of Hallimeda growing on top. Small coral ridges rare at the beginning of the transect and more frequent towards the end. Very scattered colonies of Pocillopora growing on the limestone rocks in between the ridges. Relatively common mortality on these colonies. Bleaching was also observed on Pocillopora. Favia-like colonies common on the patch reefs. Coral cover on patch reefs was scattered but diverse. Very abundant Diadema urchins. Macroalgae and cyanobacteria was abundant.
38021,38,2015-08-24 13:20:40,2015-08-24 13:46:46,Hawai,Pacific,United States,us,-10,Molokai island,Fringing reef,Hawaii,Hawaii,Murphy's,Shallow,Scientific,14,0,0,0,5,28,,,,,6,"Manuel Gonzalez, Ana Herrera",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,1604-1965,,,,,Gentle slope,Reef matrix,Small sizes,None,Very rare,None,"Flat terrace of reef structure with very poor coral devlopment and structural complexity. Pocillopora was the most common coral, althought patches of encrusting Montipora appeared towards the end of the transect, when the visbility was very poor. Large abount of sedimentation and obvious recent coral mortality of Pocillopora species. This transect was right in front of the mouth of a creek and the survey happened after long hours of rain. Hence the visibility was less than 1.5 meters at the end of the dive. THis is the reason why we had to cut the dive short for this transect."
38022,38,2015-08-25 11:07:23,2015-08-25 11:48:50,Hawai,Pacific,United States,us,-10,Molokai island,Fringing reef,Hawaii,Hawaii,Waia Kane,Shallow,Scientific/Engagement,15,0,0,0,0,0,,,,,0,,Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,8-802,,,,,,,,,,,
38023,38,2015-08-25 12:35:44,2015-08-25 13:27:06,Hawai,Pacific,United States,us,-10,Molokai island,Fringing reef,Hawaii,Hawaii,Palaau,Shallow,Scientific,15,0,0,0,0,0,,,,,0,,Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,890-1842,,,,,,,,,,,
38024,38,2015-08-25 14:08:17,2015-08-25 14:54:04,Hawai,Pacific,United States,us,-10,Molokai island,Fringing reef,Hawaii,Hawaii,Kaunakakai,Shallow,Scientific,15,0,0,0,0,0,,,,,0,,Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,1847-2737,,,,,,,,,,,
38025,38,2015-08-26 09:47:04,2015-08-26 10:32:00,Hawai,Pacific,United States,us,-10,Molokai island,Fringing reef,Hawaii,Hawaii,Kamiloloa,Shallow,Scientific,16,0,0,0,3,28,,,,,3,"Anjani Ganase, Manuel Gonzalez",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,9-812,,,,,Terrace and Shallow Spoors and Grooves,Long turf and sediment,Poor,Very rare,"Common on Pocillopora, Montipora and Porites",Sedimentation,Long turf mats with sediment trappted dominated to substrate. Very poor coral development and large extensions of rubble coural. Bleaching was very common along the entire transects. Small colonies of Pavona spp appear commonly along the transect. Large greeen turtle.
38026,38,2015-08-26 11:12:43,2015-08-26 11:35:30,Hawai,Pacific,United States,us,-10,Molokai island,Fringing reef,Hawaii,Hawaii,Kakahaia,Shallow,Scientific,16,0,0,0,1,28,,,,,4,"Peter Dalton, Ana Herrera",Yes,Yes,,,,Yes,Yes,Yes,,UWE #1 Logger. Micron Sensor,Yes,Yes,Yes,None,No,Yes,2b,Yes,815-1152,,,,,Terrace,Coral (~60%),Poor,None,None,None,Transect was aborted after 20min because of very poor visibility (~1m). Portites compressa and P. cf lutea  dominated the reef composition
