transectid,exp_id,start_datetime,end_datetime,campaing,region,country,country_code,timezone,reef_name,reef_type,sub_region,local_region,transects_reef_section,transects_type,transects_se_type,expedition_day,duration,transects_length,dive_maximum_depth,dive_visibility,dive_temperature,dive_start_lat,dive_start_lng,dive_end_lat,dive_end_lng,dive_team,dive_divers,tech_stereo_gopro,tech_stereo_gopro_valid,tech_stereo_gopro_comments,tech_stereo_gopro_name,tech_gopro_name,tech_altimeter,tech_altimeter_valid,tech_altimeter_synced,tech_altimeter_name,tech_altimeter_comments,tech_imu,tech_gps,tech_sensor,tech_floatie_gopro,tech_lasers,tech_sv_valid,tech_sv_camera,tech_sv_tilted,tech_sv_image_numbers,tech_sv_comments,tech_sv_name,tech_sv_issues,tech_engagement_notes,obs_topography,obs_reef_cover,obs_fish_life,obs_disease_incidence,obs_bleaching_intensity,obs_human_impacts,dive_observations
37011,37,2015-04-03 15:07:00,2015-04-03 16:06:00,IO,Indian.Ocean,Maldives,mv,5,Dhangethi.PL2,Atoll,Maldives,Indian_Ocean,Dhangethi.PL2,Shallow,Scientific,6,59,0,12,15,30,3'36.37466N,72'57.59149E,3'35.25277N,72'57.22144E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.03_Indian.Ocean_Maldives_Dhiggaru.Falhu.UL2_Dhangethi.PL2,,Yes,Yes,Yes,,Yes,Yes,,Yes,899-1827,,,,,Wall/Steep Slope,Coral,Abundant Small Sizes,Very Rare,Very Rare,"some pipes, fish net, fish lines on surface, at beginning was sand dredging on shore"
37012,37,2015-04-04 08:34:00,2015-04-04 09:46:00,IO,Indian.Ocean,Maldives,mv,5,Maamigili.PW3,Atoll,Maldives,Indian_Ocean,Maamigili.PW3,Shallow,Scientific,7,72,0,12,20,29,3'28.00391N,72'50.1526E,3'27.98668N,72'49.33083E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.04_Indian.Ocean_Maldvives_Maamigili.PW3_Maamigili.West,,Yes,Yes,Yes,,Yes,Yes,,Yes,091-923,,,,,"Mixed - Steep Slope, Gentle Slope","Coral, Soft Corals",Average,Common - Trematatodiasis,Very Rare,"lots of boat traffice, snorkelers, whale shark area, plastic bag"
37013,37,2015-04-04 10:17:00,2015-04-04 11:03:00,IO,Indian.Ocean,Maldives,mv,5,Maamigili.West,Atoll,Maldives,Indian_Ocean,Maamigili.West,Shallow,Scientific,7,46,0,12,20,29,3'28.02629N,72'48.98917E,3'28.12324N,72'48.48279E,12,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.04_Indian.Ocean_Maldvives_Maamigili.PW3_Maamigili.West,,Yes,Yes,Yes,,Yes,Yes,,Yes,925-1638,,,,,Gentle Slope,"Coral, Soft Corals",Average,Rare - Trematatodiasis,Very Rare,"lots of boat traffice, snorkelers, whale shark area"
37014,37,2015-04-05 09:35:00,2015-04-05 10:25:00,IO,Indian.Ocean,Maldives,mv,5,Huluveli.UL3,Atoll,Maldives,Indian_Ocean,Huluveli.UL3,Shallow,Scientific,8,50,0,12,20,30,2'51.62368N,73'1.72961E,2'52.27328N,73'1.72332E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.05_Indian.Ocean_Maldives_Huluveli.UL3_Kudahuvadhoo.PW5,,Yes,Yes,Yes,,Yes,Yes,,Yes,138-736,,,,,Steep Slope,"Coral, Macroalgae",Abundant Small Sizes,Very Rare,None,"1 piece of trash, mooring"
37015,37,2015-04-05 13:41:00,2015-04-05 15:40:00,IO,Indian.Ocean,Maldives,mv,5,Kudahuvadhoo.PW5,Atoll,Maldives,Indian_Ocean,Kudahuvadhoo.PW5,Shallow,Scientific,8,59,0,12,15,30,2'39.70919N,72'53.72423E,2'39.62043N,72'52.58119E,12,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.05_Indian.Ocean_Maldives_Huluveli.UL3_Kudahuvadhoo.PW5,,Yes,Yes,Yes,,Yes,Yes,,Yes,876-1775,,,,,Gentle Slope,Macroalgae,Abundant Small Sizes,"Common, Tre",Rare,"fishing line, few pieces of trash"
37016,37,2015-04-06 10:05:00,2015-04-06 10:06:00,IO,Indian.Ocean,Maldives,mv,5,Thimarafushi.PW6,Atoll,Maldives,Indian_Ocean,Thimarafushi.PW6,Shallow,Scientific,9,62,0,11,30,30,2'12.60078N,73'9.45339E,2'11.99190N,73'8.45632E,12,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.06_Indian.Ocean_Maldives_Thimarafushi.PW6_Fenfushi.UW4,,Yes,Yes,Yes,,Yes,Yes,,Yes,140-1088,,,,,"Mixed - Steep Slope, Gentle Slope","Mixed - Coral, Sponges",Abundant Small Sizes - few schools of bigger fish,Rare,Very Rare,"next to land reclaimation area, some trash, 1 mooring"
37017,37,2015-04-06 16:02:00,2015-04-06 17:10:00,IO,Indian.Ocean,Maldives,mv,5,Fenfushi.UW4,Atoll,Maldives,Indian_Ocean,Fenfushi.UW4,Shallow,Scientific,9,66,0,12,20,30,2'17.28663N,73'16.41937E,2'16.74663N,73'15.44640E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.06_Indian.Ocean_Maldives_Thimarafushi.PW6_Fenfushi.UW4,,Yes,Yes,Yes,,Yes,Yes,,Yes,1238-2047,,,,,"Mixed - Steep Slope, Gentle Slope",,"Abundant Small Sizes, Abundant Big Sizes",Rare - burrowing worm/barnacle? Very common on isopora,Very Rare,few fishing lines
37018,37,2015-04-07 10:06:00,2015-04-07 11:12:00,IO,Indian.Ocean,Maldives,mv,5,Vilifushi.PL3,Atoll,Maldives,Indian_Ocean,Vilifushi.PL3,Shallow,Scientific,10,66,0,13,25,30,2'30.12707N,73'19.13603E,2'30.87837N,73'18.36648E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.07_Indian.Ocean_Maldives_Vilifushi.PL3_Olhugiri.UL4,,Yes,Yes,Yes,,Yes,Yes,,Yes,133-954,,,,,Steep Slope,"Mixed - Coral, Macroalgae, Sponges, Soft Corals","Abundant Big Sizes, Abundant Small Sizes",Very Rare,Very Rare,"Next to island, hardened shoreline, 4-5 fish lines seen"
37019,37,2015-04-07 15:33:00,2015-04-07 16:35:00,IO,Indian.Ocean,Maldives,mv,5,Olhugiri.UL4,Atoll,Maldives,Indian_Ocean,Olhugiri.UL4,Shallow,Scientific,10,67,0,12,25,30,"2'30,60449N",73'15.53256E,2'31.00784N,73'14.41703E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,No,Yes,alt2015.04.07_Indian.Ocean_Maldives_Vilifushi.PL3_Olhugiri.UL5,,Yes,Yes,Yes,,Yes,Yes,,Yes,1097-2049,,,,,"Mixed - Wall, Steep Slope, Gentle Slope","Mixed - Coral, Macroalge, Soft Corals","Abundant Big Sizes, Abundant Small Sizes",Very Rare,Very Rare,20 fishing lines
37020,37,2015-04-08 09:35:00,2015-04-08 10:36:00,IO,Indian.Ocean,Maldives,mv,5,Kureli,Atoll,Maldives,Indian_Ocean,Kureli,Shallow,Scientific,11,58,0,11,30,30,2'47.02307N,73'22.10777E,2'46.33050N,73'22.35128E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.08_Indian.Ocean_Maldives_Kureli_Kudahini,,Yes,Yes,Yes,,Yes,Yes,,Yes,101-868,,,,,Steep Slope,"Mixed - Corals, Soft Corals","Abundant Big Sizes, Abundant Small Sizes",Very Rare,Very Rare,"5x fishing line, 1-2 trash, 1x fishing net"
37021,37,2015-04-08 14:32:00,2015-04-08 15:36:00,IO,Indian.Ocean,Maldives,mv,5,Kudahini,Atoll,Maldives,Indian_Ocean,Kudahini,Shallow,Scientific,11,64,0,12,25,30,2'48.70654N,73'21.99286E,2'47.99760N,73'22.15152E,12,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.08_Indian.Ocean_Maldives_Kureli_Kudahini,,Yes,Yes,Yes,,Yes,Yes,,Yes,935?-1912,No sensus D2,,,,"Mixed - Steep Slope, Wall @ end","Mixed - Coral, Macroalgae, Soft Corals",Abundant Small Sizes,Very Rare,Very Rare,fishin line
37022,37,2015-04-09 09:25:00,2015-04-09 10:28:00,IO,Indian.Ocean,Maldives,mv,5,Muli,Atoll,Maldives,Indian_Ocean,Muli,Shallow,Scientific,12,63,0,12,30,30,2'55.41644N,73'35.31275E,2'55.69042N,73'35.21836E,12,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,NA,,Yes,Yes,Yes,,Yes,Yes,,Yes,122-1002,"R laser cut out once, but on for most of dive",,,,Steep Slope,Corals,"Abundant Small Sizes, Average Big",Very Rare - burrowing spots on Isopora,None,"8x fishing line, starting dredging for airport adjacent, fishing net x2"
37023,37,2015-04-09 13:00:00,2015-04-09 13:40:00,IO,Indian.Ocean,Maldives,mv,5,Muli.Kandu,Atoll,Maldives,Indian_Ocean,Muli.Kandu,Shallow,Engagement,12,30,0,30,20,30,,,,,7,Pete Dalton,,No,No,No GoPros were used.,,,No,No,No,NA,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Altimeter did no record a file during the dive although the system was on.  Wrong altimeter cord used for charging.,,,,,,,,,
37024,37,2015-04-09 14:53:00,2015-04-09 15:32:00,IO,Indian.Ocean,Maldives,mv,5,Hakura.Thila,Atoll,Maldives,Indian_Ocean,Hakura.Thila,Shallow,Engagement,12,40,0,25,15,30,,,,,7,Pete Dalton,,No,No,No GoPros were used.,,,No,No,No,NA,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Altimeter did no record a file during the dive although the system was on.  Wrong altimeter cord used for charging.,,,,,,,,,
37025,37,2015-04-10 10:50:00,2015-04-10 11:49:00,IO,Indian.Ocean,Maldives,mv,5,Kuralu,Atoll,Maldives,Indian_Ocean,Kuralu,Shallow,Scientific,13,57,0,12,25,30,3'9.75164N,73'29.72463E,3'10.36197N,73'29.05027E,16,Benjamin Neal,,No,No,No GoPros were used.,,,No,No,No,NA,,Yes,Yes,Yes,,Yes,Yes,,Yes,043-943,Altimeter did no record a file during the dive although the system was on.  Wrong altimeter cord used for charging.,,,,"Mixed - Steep Slope, Wall","Mixed - Coral, Macroalgae, Sponges, Soft Corals","Abundant Small Sizes, Average Big Sizes",Very Rare,Very Rare,1 x fishing line
37026,37,2015-04-10 15:07:00,2015-04-10 16:18:00,IO,Indian.Ocean,Maldives,mv,5,Vattaru,Atoll,Maldives,Indian_Ocean,Vattaru,Shallow,Scientific,13,71,0,12,10,30,3'13.47848N,73'25.69829E,3'13.52418N,73'26.22865E,14,Pete Dalton,,No,No,No GoPros were used.,,,No,No,No,NA,,Yes,Yes,Yes,,Yes,Yes,,Yes,1017-1877,Altimeter did no record a file during the dive although the system was on.  Wrong altimeter cord used for charging.,,,,"Mixed - Gentle Slope, Spurs and Grooves, Inner Lagoon","Mixed - Coral, Soft Coral, Sand",Abundant Small,Very Rare,Very Rare,fishing line
37027,37,2015-04-11 09:00:00,2015-04-11 10:14:00,IO,Indian.Ocean,Maldives,mv,5,Rakeedoo,Atoll,Maldives,Indian_Ocean,Rakeedoo,Shallow,Scientific,14,73,0,12,30,30,3'18.63745N,73.28.07505E,3'9.02461N,73'27.79063E,12,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.11_Indian.Ocean_Maldives_Rakeedoo_Kuda.Faavuri.Fahlu,,Yes,Yes,Yes,,Yes,Yes,,Yes,007-895 (87-154 repeated),,,,,"Mixed - Steep Slope, Gentle Slope at end",Coral,Abundant Small Sizes,None,Very Rare,fishing line
37028,37,2015-04-11 14:25:00,2015-04-11 15:27:00,IO,Indian.Ocean,Maldives,mv,5,Kuda.Faarvuri.Falhu,Atoll,Maldives,Indian_Ocean,Kuda.Faarvuri.Falhu,Shallow,Scientific,14,63,0,11.5,15,30,3'22.33387N,73'24.74492E,3'22.87333N,73'24.24058E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.11_Indian.Ocean_Maldives_Rakeedoo_Kuda.Faavuri.Fahlu,,Yes,Yes,Yes,,Yes,Yes,,Yes,1079-2039,,,,,"Mixed - Steep Slope, nice mini-lagoon ~35min","Mixed - Coral, Macroalgae, Sponges, Soft Corals",Abundant Small Sizes,Very Rare,Very Rare,fishin line x3
37029,37,2015-04-12 12:00:00,2015-04-13 12:00:00,IO,Indian.Ocean,Maldives,mv,5,Anbarra,Atoll,Maldives,Indian_Ocean,Anbarra,Shallow,Scientific/Engagement,15,0,0,0,0,0,3'26.11325N,73'25.32778E,3'25.93728N,73'25.08428E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2014.04.12_Indian.Ocean_Maldives_Anbarra_Madhiggaru.Falhu,,Yes,Yes,Yes,,Yes,Yes,,Yes,039-995,,,,,,,,,,
37030,37,2015-04-12 15:24:00,2015-04-12 16:25:00,IO,Indian.Ocean,Maldives,mv,5,Madhiggaru.Falhu,Atoll,Maldives,Indian_Ocean,Madhiggaru.Falhu,Shallow,Scientific,15,63,0,11.5,35,30,3'32.30875N,73'31.22234E,3'31.47144N,73'31.51188E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2014.04.12_Indian.Ocean_Maldives_Anbarra_Madhiggaru.Falhu,,Yes,Yes,Yes,,Yes,Yes,,Yes,1122-2014,,,,,Steep Slope,Coral,Abundant Small Sizes,Very Rare,None,fishing line x2
37031,37,2015-04-13 09:13:00,2015-04-13 10:16:00,IO,Indian.Ocean,Maldives,mv,5,Medufaru,Atoll,Maldives,Indian_Ocean,Medufaru,Shallow,Scientific,16,63,0,12,35,30,3'37.46874N,73'30.54007E,3'38.34090N,73'30.57776E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.13_Indian.Ocean_Maldives_Medufaru_Fulidoo,,Yes,Yes,Yes,,Yes,Yes,,Yes,039-973,,,,,"Steep Slope, outside atoll not wall but steep","Mixed - Coral, Sponges, Soft Coral",Abundant Small Sizes,Very Rare,Very Rare,fishing line x3
37032,37,2015-04-13 13:56:00,2015-04-13 15:12:00,IO,Indian.Ocean,Maldives,mv,5,Fulidoo,Atoll,Maldives,Indian_Ocean,Fulidoo,Shallow,Scientific/Engagement,16,76,0,11.5,20,30,3'40.96366N,73'24.58541E,3'40.98668N,73'25.23715E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.13_Indian.Ocean_Maldives_Medufaru_Fulidoo,,Yes,Yes,Yes,,Yes,Yes,,Yes,1060-1873,,,,,Steep Slope,"Mixed - Macroalgae, Coral",Abundant Small Sizes,Very Rare,Very Rare,"fishing line, few pieces of trash"
37033,37,2015-04-14 09:54:00,2015-04-14 10:54:00,IO,Indian.Ocean,Maldives,mv,5,Tholhimaraahuraa,Atoll,Maldives,Indian_Ocean,Tholhimaraahuraa,Shallow,Scientific/Engagement,17,60,0,12,15,30,3'49.81920N,73'22.19046E,3'50.69782N,73'21.96805E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.14_Indian.Ocean_Maldives_Tholhimaraahuraa_Ranali,,Yes,Yes,Yes,,Yes,Yes,,Yes,037-937,,,,,"Mixed - Steep Slope, Spur and Groove",Coral,Abundant Small Sizes,Very Rare,Very Rare,
37034,37,2015-04-14 14:26:00,2015-04-14 15:30:00,IO,Indian.Ocean,Maldives,mv,5,Ranali,Atoll,Maldives,Indian_Ocean,Ranali,Shallow,Scientific/Engagement,17,64,0,12,20,30,3'54.37880N,73'21.06918E,3'53.97817N,73'21.40169E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.14_Indian.Ocean_Maldives_Tholhimaraahuraa_Ranali,,Yes,Yes,Yes,,Yes,Yes,,Yes,979-1870,,,,,Steep Slope,"Mixed - Coral, Macroalgae",Abundant Small Sizes,Very Rare,Very Rare,"fishing line, surfaced right in front of resort"
37035,37,2015-04-15 09:23:00,2015-04-15 10:23:00,IO,Indian.Ocean,Maldives,mv,5,Mafushi,Atoll,Maldives,Indian_Ocean,Mafushi,Shallow,Scientific,18,60,0,12,25,30,3'56.73654N,73'30.00041E,4'4.71049N,73'32.35307E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.15_Indian.Ocean_Maldives_Mafushi_Fushidhiggaru.Falhu,,Yes,Yes,Yes,,Yes,Yes,,Yes,040-969,,,,,Gentle Slope,"Mixed - Coral, Macroalgae, Soft Corals","Abundant Small Sizes, Abundant Big Sizes",Very Rare,Very Rare,"waste pipe ~20 mins, fishing line x 18"
37036,37,2015-04-15 15:09:00,2015-04-15 16:15:00,IO,Indian.Ocean,Maldives,mv,5,Fushidhiggaru.Falhu,Atoll,Maldives,Indian_Ocean,Fushidhiggaru.Falhu,Shallow,Scientific,18,66,0,11,25,30,,,,,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.15_Indian.Ocean_Maldives_Mafushi_Fushidhiggaru.Falhu,,Yes,Yes,Yes,,Yes,Yes,,Yes,1019-1979,no GPS synced for 2nd transect,,,,Steep Slope,Coral,Abundant Small Sizes,Very Rare,None,"divers ~15 on transect, boat traffic"
37037,37,2015-04-16 09:00:00,2015-04-16 10:04:00,IO,Indian.Ocean,Maldives,mv,5,Emboodhoofinolhu.MRC,Atoll,Maldives,Indian_Ocean,Emboodhoofinolhu.MRC,Shallow,Scientific,19,64,0,12,15,30,4'7.12197N,73'28.06809E,4'7.06687N,73'29.00242E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.16_Indian.Ocean_Maldives_Enboodhoofinolhu.MRC_Udhafushi.MRC,,Yes,Yes,Yes,,Yes,Yes,,Yes,032-979,,,,,Steep Slope,"Mixed - Coral, Sand",Abundant Small Sizes,Very Rare,Very Rare,"25 fiberbags, 18 fishin lines, near a major (underwater) sand mine site"
37038,37,2015-04-16 14:49:00,2015-04-16 15:47:00,IO,Indian.Ocean,Maldives,mv,5,Udhafushi.MRC,Atoll,Maldives,Indian_Ocean,Udhafushi.MRC,Shallow,Scientific,19,64,0,12,15,30,4'18.80890N,73'30.21989E,4'18.44494N,73'29.94587E,16,Benjamin Neal,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.16_Indian.Ocean_Maldives_Enboodhoofinolhu.MRC_Udhafushi.MRC,,Yes,Yes,Yes,,Yes,Yes,,Yes,1025-1931,,,,,"Mixed - Steep Slope, Spur and Groove","Mixed - Coral, Macroalgae, Soft Corals, Sand","Abundant Small Sizes, Abundant Big Sizes",Very Rare,None,fishin line x 4
37039,37,2015-04-17 09:16:00,2015-04-17 10:13:00,IO,Indian.Ocean,Maldives,mv,5,Bandos,Atoll,Maldives,Indian_Ocean,Bandos,Shallow,Scientific,20,57,0,11.5,28,30,4'16.12595N,73'29.31112E,4'15.99208N,73'29.42442E,14,Pete Dalton,,No,No,No GoPros were used.,,,Yes,Yes,Yes,alt2015.04.17_Indian.Ocean_Maldives_Bandos,,Yes,Yes,Yes,,Yes,Yes,,Yes,031-938,,,,,"Mixed - Steep Slope, Wall, Spur and Groove?","Mixed - Coral, Soft Corals, Sponges","Abundant Big Sizes, Abundant Small Sizes",Very Rare,None,"resort, poop pipe, harbor junkyard-y area, moorings"
