transectid,exp_id,start_datetime,end_datetime,campaing,region,country,country_code,timezone,reef_name,reef_type,sub_region,local_region,transects_reef_section,transects_type,transects_se_type,expedition_day,duration,transects_length,dive_maximum_depth,dive_visibility,dive_temperature,dive_start_lat,dive_start_lng,dive_end_lat,dive_end_lng,dive_team,dive_divers,tech_stereo_gopro,tech_stereo_gopro_valid,tech_stereo_gopro_comments,tech_stereo_gopro_name,tech_gopro_name,tech_altimeter,tech_altimeter_valid,tech_altimeter_synced,tech_altimeter_name,tech_altimeter_comments,tech_imu,tech_gps,tech_sensor,tech_floatie_gopro,tech_lasers,tech_sv_valid,tech_sv_camera,tech_sv_tilted,tech_sv_image_numbers,tech_sv_comments,tech_sv_name,tech_sv_issues,tech_engagement_notes,obs_topography,obs_reef_cover,obs_fish_life,obs_disease_incidence,obs_bleaching_intensity,obs_human_impacts,dive_observations
10011,10,2012-09-23 12:19:00,2012-09-23 13:04:00,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,South west reef,Shallow,Scientific,7,45,1.764,14.7,30,26.1,"","","","",1,"Anjani Ganase, Christophe Bailhache",No,No,"","",20120922_eholmes_d9,No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","",2012.09.22_GBR_Holmes.Reef,"","","","","","","","","lots of benthic life, hard and soft corals. Tuna, grey reef shark, maori wrasse, silver tip?"
10012,10,2012-09-23 14:30:09,2012-09-23 15:20:04,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,Cod reef,Shallow,Scientific,7,50,1.877,12.1,30,26.1,"","","","",1,"Anjani Ganase, Manuel Gonzalez Rivero",No,No,"","",20120923_flinders_d10-11,No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","Single GoPro didn't work after 10mins
IMU possibly installed upside down, so the y-axis pointed up instead of down (180 degree rotation)","","","","","","","","lots of plating and encrusting corals. Large school bumphead parrotfish. Dogtooth tuna, barracuda, BIG shark"
10013,10,2012-09-24 14:53:08,2012-09-24 15:10:46,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,Toe Reef,Engagement,Engagement,9,18,0.693,12,30,0,"","",17'69.827S,148'51.338E,1,"Manuel Gonzalez Rivero, Anjani Ganase",No,No,"","",20120924_flinders_d12,No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","",2012.09.24_GBR_Flinders.Ree,"","","","","","","","",barren and bare
10014,10,2012-09-24 09:10:00,2012-09-24 09:56:00,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,Main Cay Reef,Shallow,Scientific,8,46,1.506,12,0,25,17'43.8765S,148'26.949E,17'43.543S,148'29.949E,1,"Manuel Gonzalez Rivero, Christophe Bailhache",No,No,"","",20120923_flinders_d10-11,No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","",2012.09.24_GBR_Flinders.Ree,For the first 2 dives the IMU was installed upside down," that is the y- axis arrow was pointing up to the top of the scooter instead of down to the bottom of the scooter Ã¢â‚¬â€œ 180 degree rotation.","","","","","","",""
10015,10,2012-09-25 13:31:01,2012-09-25 13:43:19,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,"Channel reef, south end",Engagement,Engagement,9,12,0.43,10.5,0,26.5,"","","","",1,"Christophe Bailhache, Manuel Gonzalez Rivero",No,No,"","",20120925_flinders_d14,No,No,No,"","",No,No,No,"",No,No,"",No,"","",2012.09.25_GBR_Flinders.Reef1,"Engagement File
2012.09.25_GBR_Flinders.Reef1_T1_0002a.CR2","","","","","","","","LOTS OF CLAM SHELLS EVERYWHERE. GREEN TURTLE, TRIGGERFISH"
10016,10,2012-09-25 08:52:00,2012-09-25 09:38:00,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,East Ribbon Reef,Shallow,Scientific,9,46,1.72,0,0,0,"","","","",1,"Manuel Gonzalez Rivero, Christophe Bailhache",No,No,"","",20120924_flinders_d13,No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","",2012.09.25_GBR_Flinders.Reef,"","","","","","","","",low coral cover and structural complexity. Soft corals abundant
10017,10,2012-09-25 15:09:00,2012-09-25 15:54:00,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,"Channel reef, northwestern wall",Shallow,Scientific,9,45,1.444,12.6,0,26.3,17'47.61S,148'24.96E,17'46.79S,148'25.25E,1,"Manuel Gonzalez Rivero, Anjani Ganase",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,"",No,"","",2012.09.25_GBR_Flinders.Reef1,"","","","","","","","","Low fish abundance. Larger corals at deeper depths - fans, massive corals. Halimedei drapes overhangs."
10018,10,2012-09-26 15:36:36,2012-09-26 16:21:13,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,"Horseshoe Reef, westend",Engagement,Engagement,10,45,1.726,9.5,0,26.2,"","","","",1,"Christophe Bailhache, Anjani Ganase",No,No,"","","",No,No,No,"","",No,Yes,No,"",No,No,1,No,"","SVI photos are of different counts for each camera -
 1. Camera #1 Ã¢â‚¬â€œ 558 pictures; Camera #2 -n 559 pictures; Camera #3 Ã¢â‚¬â€œ 194","",IMU may not have been on for the 2nd and 3rd dive.,"","","","","","","",0
10019,10,2012-09-26 08:16:00,2012-09-26 09:02:00,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,"Horseshoe Reef, westend",Shallow,Scientific,10,46,1.742,0,0,0,17'52.63S,148'28.35E,17'52.55S,148'29.43E,1,"Christophe Bailhache, Manuel Gonzalez Rivero",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,"",No,"","","","","","","","","","","",0
10020,10,2012-09-26 15:36:36,2012-09-26 16:21:13,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,"Horseshoe Reef, Eastend",Shallow,Scientific,10,45,1.726,9.2,0,26.5,"","","","",1,"Anjani Ganase, Manuel Gonzalez Rivero",No,No,"","","",No,No,No,"","",No,Yes,Yes,"",No,No,"",No,"",Last ten photos of the third scientific run did not have photos from the b camera... not sure why?,"",IMU may not have been on for the 2nd and 3rd dive.,"","","","","","","","Black tip sharks, coral trout, unicorn fish, parrot fish. Current forced end todive"
10021,10,2012-09-27 15:40:00,2012-09-27 16:26:00,GBR,Australia,Australia,au,10,Myrmidon Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,Northern Flank,Engagement,Engagement,12,46,1.6,14,25,0,"","","","",1,"Christophe Bailhache, Manuel Gonzalez Rivero",No,No,"","","",No,No,No,"","",Yes,Yes,No,"",No,No,1,No,"","","","","","","","","","","",Big coral heads 3-4m high. Corals and fish life diverse. Marked study areas - presumably AIMS. This reef is continuously monitored by GBRMPA. Both will be compared to our results.
10022,10,2012-09-27 10:50:00,2012-09-27 11:41:00,GBR,Australia,Australia,au,10,Myrmidon Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,Eastern Flank,Shallow,Scientific,11,51,2.059,0,0,0,18'15.44S,147'23.95E,18'16.38S,147'23.78E,1,"Christophe Bailhache, Anjani Ganase",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",0
10023,10,2012-09-28 10:11:00,2012-09-28 11:06:00,GBR,Australia,Australia,au,10,Myrmidon Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,Southern Flank,Shallow,Scientific,12,55,2.05,14.1,0,0,18'16.52S,147'23.53E,18'16.83S,147'22.72E,1,"Anjani Ganase, Manuel Gonzalez Rivero",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",""
10024,10,2012-09-28 07:43:00,2012-09-28 08:35:00,GBR,Australia,Australia,au,10,Myrmidon Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,Northern Flank,Shallow and Engagement,Engagement,12,52,1.555,0,0,0,18'15.22S,147'23.35E,18'15.29S,147'22.95E,1,"Christophe Bailhache, Manuel Gonzalez Rivero",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",END OF SURVEY CAME ACROSS 30 DOLPHINS - VERY PLAYFUL AND INTRIGUED BY SCOOTERS. STAYED AROUND FOR 20MINS! HIGHEST AND MOST DIVERSE CORAL COVER FROM MASSIVE COLONIESTO BRABRANCHING AND CRYPTIC SPECIES.
10025,10,2012-09-24 16:20:00,2012-09-24 16:59:00,GBR,Australia,Australia,au,10,Flinders Reef,Outer,Coral Sea,Coral Sea,Toe Reef,Engagement,Engagement,9,39,1.716,12,30,0,"","",17'69.827S,148'51.338E,1,"Manuel Gonzalez Rivero, Anjani Ganase",No,No,"","",20120924_flinders_d12,No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","",2012.09.24_GBR_Flinders.Ree,"","","","","","","","",barren and bare
10026,10,2012-09-22 16:10:00,2012-09-22 16:56:00,GBR,Australia,Australia,au,10,Holmes Reef,Outer,Coral Sea,Coral Sea,Eastern Holmes / Northern end,Shallow,Scientific,6,46,1.817,16.3,40,26.5,"","","","",1,"Anjani Ganase, Manuel Gonzalez Rivero",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","",2012.09.22_GBR_Holmes.Reef,"","","","","","","","",small reef fish
11001,11,2012-10-06 11:25:00,2012-10-06 12:09:00,GBR,Australia,Australia,au,10,Davies Reef,Middle,Townsville-Whitsunday,Great Barrier Reef,North,Shallow,Scientific,1,44,1.497,10,15,24,"","","","",1,"Christophe Bailhache, Anjani Ganase",No,No,"",2012.10.06_GBR_Davies.Reef_d1-2,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,1,No,"","SVII did not work so SVI used instead.
Problems with SV1 cameras","","","","","","","","","","A lot of sediment on reef. Mostly soft and encrusting corals. Many branching seriatopia hystrix. 5 lobsters, 1 white tip shark. Low fish abundance."
11002,11,2012-10-06 15:35:00,2012-10-06 16:30:00,GBR,Australia,Australia,au,10,Davies Reef,Middle,Townsville-Whitsunday,Great Barrier Reef,South,Shallow,Scientific,1,55,1.8,12.1,15,25,"","","","",1,"Christophe Bailhache, Erin McFadden",No,No,"",2012.10.06_GBR_Davies.Reef_d1-2,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,1,No,"","SVII did not work so SVI used instead.
Problems with SV1 cameras","","","","","","","","","",""
11003,11,2012-10-07 11:30:00,2012-10-07 12:17:00,GBR,Australia,Australia,au,10,Chicken Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,"North, exposed side",Shallow,Scientific,2,47,1.523,13,15,0,18'39.60S,147'43.439E,18'39.050S,147'43.008E,1,"Christophe Bailhache, Erin McFadden",No,No,"",2012.10.07_GBR_Chicken.Reef_d3,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,1,No,"","","","","","","","","","","","Small coral patches. Large patches dominated by algae. 1 large barracuda, 1 napoleon wrasse, 1 turtle."
11004,11,2012-10-07 14:21:16,2012-10-07 16:04:53,GBR,Australia,Australia,au,10,Chicken Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,"South, exposed side",Shallow,Scientific,2,104,1.986,11,0,0,18'39.927S,147'43.346E,18'40.279S,147'42.716E,1,"Christophe Bailhache, Anjani Ganase",No,No,"",2012.10.06_GBR_Chicken.Reef_d4,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,1,No,"","","","","","","","","","","",Mostly barren with algae covered rocks. Broken bombies and coral rubble on sheltered side too. 1 turtle
11005,11,2012-10-08 12:19:00,2012-10-08 12:46:00,GBR,Australia,Australia,au,10,Knife Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,Bombie,Engagement,Engagement,3,27,0.36,11,0,0,"","","","",1,"Christophe Bailhache, Anjani Ganase",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,1,No,"","","","","","","","","","","",School of juv baracuda. Small colonies of branching but dominated by encrusting.
11006,11,2012-10-08 10:01:30,2012-10-08 11:23:21,GBR,Australia,Australia,au,10,Knife Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,South,Shallow,Scientific,2,82,2.083,14,15,0,18'34.953S,147'34.778E,18'35.513S,147'34.143E,1,"Christophe Bailhache, Anjani Ganase",No,No,"",2012.10.06_GBR_Knife.Reef_d5,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,1,No,"","","","","","","","","","","","Soft coral, small colonies of encrusting and massive. Protected side more branching corals. 2 turltes, 1 white tip, 1 grey reef, school of maori wrasse"
11007,11,2012-10-08 14:28:57,2012-10-08 14:55:39,GBR,Australia,Australia,au,10,Knife Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,North,Shallow,Scientific,3,27,0.91,13,15,25,18'34.757S,147'34.868E,18'34.302S,147'34.855E,1,"Anjani Ganase, Erin McFadden",No,No,"",2012.10.06_GBR_Knife.Reef_d6,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,1,No,"",Memory card bottom camera full after 25mins,"","","","","","","","","","Pretty rubbly. Small patches of hard coral. Some larger parrotfish, but mainly smaller fish. 1 turlte"
11008,11,2012-10-09 15:35:00,2012-10-09 16:30:00,GBR,Australia,Australia,au,10,Yongala Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,0,Engagement,Engagement,4,45,1.6,20,10,0,19'18.282S,147'37.318E,"","",1,"Christophe Bailhache, Erin McFadden",No,No,"","","",No,No,No,"","",No,No,No,"",No,No,"",No,"","","","","","","","","","","",0
11009,11,2012-10-09 09:10:00,2012-10-09 10:10:00,GBR,Australia,Australia,au,10,Yongala Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,0,Shallow,Engagement,4,60,1.6,26,10,0,19'18.282S,147'37.318E,"","",1,"Christophe Bailhache, Anjani Ganase",No,No,"",2012.10.06_GBR_Yongala.Reef_d7,"",No,No,No,"","",Yes,No,Yes,"",No,No,1,No,"","","","","","","","","","","","Impressive marine life. Big stingrays, moray eels, groupers. Coral in samll patches, apparently suffered from cyclone. Gorgeous eagle ray."
11010,11,2012-10-09 12:15:00,2012-10-09 13:05:00,GBR,Australia,Australia,au,10,Yongala Reef,Outer,Townsville-Whitsunday,Great Barrier Reef,0,Shallow,Engagement,4,50,1.6,24,10,0,19'18.282S,147'37.318E,"","",1,"Christophe Bailhache, Erin McFadden",No,No,"",2012.10.06_GBR_Yongala.Reef_d8,"",No,No,No,"","",Yes,Yes,No,"",No,No,1,No,"",Camera  2 (downward facing) did not take pictures,"","","","","","","","","",0
12001,12,2012-10-20 11:48:00,2012-10-20 12:26:00,GBR,Australia,Australia,au,10,Ribbon Reef 9,Outer,Cairns-Cooktown,Great Barrier Reef,Between Ribbon 9 and 10,Engagement,Engagement,1,38,1.105,12,20,27,14'55.23S,145'41.64E,14'54.92S,145'41.25E,1,"Christophe Bailhache, Anjani Ganase",No,No,"","","",No,No,No,"","",No,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",Beautiful coral and fish life
12002,12,2012-10-20 10:17:00,2012-10-20 10:57:00,GBR,Australia,Australia,au,10,Ribbon Reef 9,Outer,Cairns-Cooktown,Great Barrier Reef,Southern Tip Ribbon Reef 10,Shallow,Scientific,0,40,1.692,13,20,27,14'55.78S,145'42.46E,14'53.21S,145'42.02E,1,"Christophe Bailhache, Anjani Ganase",No,No,"",2012.10.20_ChallengerBay_d1-3,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",0
12003,12,2012-10-31 14:09:00,2012-10-31 14:25:00,GBR,Australia,Australia,au,10,Ribbon Reef 9,Outer,Cairns-Cooktown,Great Barrier Reef,Vertical Gardens/Central Patch Reef between 9 and ,Shallow,Engagement,12,16,0.372,14,20,27,14'56.72S,145'41.05E,14'55.72S,145'41.28E,1,"Anjani Ganase, Erin McFadden",No,No,"",2012.10.20_ChallengerBay_d1-3,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",healthy looking clourful corals. Large fans and long ships. Schooling fish at areas (sp?). White tip sharks - saw 3.
12004,12,2012-10-21 15:13:00,2012-10-21 15:57:00,GBR,Australia,Australia,au,10,Yonge Reef,Outer,Cairns-Cooktown,Great Barrier Reef,Bombies near boat,Engagement,Engagement,2,44,1.502,10,20,27,"","","","",1,"Christophe Bailhache, Erin McFadden",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"",PROBLEMS WITH SVII PREVENTED FULL ENGAGEMENT DIVE,"","","","","","","","","",0
12005,12,2012-10-21 10:11:00,2012-10-21 10:51:00,GBR,Australia,Australia,au,10,Yonge Reef,Outer,Cairns-Cooktown,Great Barrier Reef,"Northern Flank, expose to inside",Shallow,Scientific,1,40,1.626,13,25,27,14'34.21S,145'37.02E,14'34.68S,145'36.63E,1,"Christophe Bailhache, Erin McFadden",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","","Patchy reef, lots of sand patches."
12007,12,2012-10-22 09:03:00,2012-10-22 10:15:00,GBR,Australia,Australia,au,10,Day Reef,Outer,Cairns-Cooktown,Great Barrier Reef,South east end,Shallow,Scientific,2,72,1.7,11.3,25,27,14'31.14S,145'34.59E,14'31.25S,145'33.63E,1,"Anjani Ganase, Erin McFadden",No,No,"",2012.10.22_Day.Reef_d7,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",Nice reef but patchy towards the end. 1 white tip reef shark.
12008,12,2012-10-23 15:15:45,2012-10-23 15:34:48,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,admiralty anchor,Engagement,Scientific,4,19,0.394,16,20,27,"","","","",1,"Christophe Bailhache, Brendon Robinson",No,No,"","","",No,No,No,"","",No,No,No,"",No,No,2a,No,"","","","","","","","","","","",0
12009,12,2012-10-23 09:50:00,2012-10-23 10:34:00,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,South east edge,Shallow,Scientific,3,44,1.963,13,20,27,13'57.52S,146'36.29E,13'57.51S,146'36.26E,1,"Christophe Bailhache, Anjani Ganase",No,No,"",2012.10.23_Osprey.Reef_d8,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",0
12010,12,2012-10-23 11:44:00,2012-10-23 12:27:00,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,South east edge,Shallow,Scientific,4,43,1.922,15,20,27,13'55.33S,146'34.47E,13'54.38S,146'33.82E,1,"Anjani Ganase, Erin McFadden",No,No,"",2012.10.23_Osprey.Reef_d9,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",Impressive steep wall with lots of small coral colonies and small fish. Some schooling fish in the blue water. 1 reef shark.
12011,12,2012-10-24 08:49:00,2012-10-24 09:27:00,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,western north osprey,Engagement,Scientific,4,38,1.418,12,20,26,13'50.93S,146'39.84E,13'57.12S,146'33.78E,1,"Christophe Bailhache, Anjani Ganase",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",0
12012,12,2012-10-24 10:43:00,2012-10-24 11:09:00,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,western north osprey,Shallow,Engagement,5,26,0.543,16,20,26,13'50.20S,146'33.89E,13'49.51S,146'33.78E,1,"Christophe Bailhache, Anjani Ganase",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",0
12013,12,2012-10-24 12:57:00,2012-10-24 13:21:00,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,western north osprey,Shallow,Scientific,5,24,0.654,12,15,26,13'52.82S,146'33.45E,13'52.48S,146'33.38E,1,"Anjani Ganase, Erin McFadden",No,No,"",2012.10.24_Osprey.Reef_d12-13,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","SVII battery scooter died -
 meant cutting dive short and finishing transect once battery was switched.","","","","","","","","","",Impressive wall. Healthy and vibrant.
12014,12,2012-10-24 14:37:00,2012-10-24 15:01:00,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,western north osprey,Shallow,Scientific,5,24,1.03,12,15,26,13'52.52S,146'33.41E,13'51.96S,146''33.43E,1,"Anjani Ganase, Erin McFadden",No,No,"",2012.10.24_Osprey.Reef_d12-13,"",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"",Finishing off previous transect with new battery in SVII.,"","","","","","","","","",""
12015,12,2012-10-25 12:12:00,2012-10-25 12:50:00,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,admiralty anchor,Engagement,Engagement,6,38,0.85,22,15,26,"","","","",1,"Anjani Ganase, Erin McFadden",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","","","","","","","","","",0
12016,12,2012-10-25 15:16:05,2012-10-25 16:14:22,GBR,Australia,Australia,au,10,Osprey Reef,Outer,Coral Sea,Coral Sea,admiralty anchor,Unknown,Scientific,6,58,2.191,17.7,15,26,"","","","",1,"Anjani Ganase, Erin McFadden",No,No,"","","",No,No,No,"","",Yes,Yes,Yes,"",No,No,2a,No,"","","",ENGAGEMENT CANCELLED AS ORB FAILED SO DID MEDIA SHOTS WITH JAYNE AND RICHARD,"","","","","","","",""
